"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"313","EDCS-73600069","Arabia","Busra / Bostra",162,162,"miliaria","tituli sacri",NA,"[Imp(erator) Caesar M(arcus)] Aurelius [Antoninus] Aug(ustus) Pius pon[tifex max(imus) t]rib(unicia) potest(ate) X[VI co(n)s(ul) III et Imp(erator) Caesar L(ucius)] Aurelius [Verus Aug(ustus) tr]ib(unicia) potest(ate) II co(n)s(ul) [II divi Antonini filii d]ivi Hadri[ani nepotes divi Traiani] Parthici pronepotes refeceru[n]t per P(ublium) I[ulium Geminiu]m Marcian[um leg(atum) Augustorum pr(o) pr(aetore) [","Imperator Caesar Marcus Aurelius Antoninus Augustus Pius pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes refecerunt per Publium Iulium Geminium Marcianum legatum Augustorum pro praetore",NA,32.5191381,36.4805732,"lapis"
"314","EDCS-73600070","Arabia","Busra / Bostra",285,292,"miliaria",NA,NA,"Imp(eratori) Caesari C(aio) Aur(elio) Valerio Diocletiano P(io) F(elici) Invict[o] Aug(usto) et Imp(eratori) Caesari M(arco) Aurel(io) Val(erio) Maximiano P(io) F(elici) Invicto Aug(usto) m(ilia) p(assuum) XVI","Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto milia passuum XVI",NA,32.5191381,36.4805732,"lapis"
"315","EDCS-73600071","Arabia","Busra / Bostra",292,304,"miliaria",NA,NA,"Imp(eratori) Caes(ari) Caio Aurelio Valerio Diocletiano Invicto Aug(usto) et Imp(eratori) Caes(ari) Marco Aurelio Valerio Maximiano Pio Felici Invicto Aug(usto) et Flavio Valerio Constantio et Galerio Valerio Maximiano nob(ilissimis) Caes(aribus) //","Imperatori Caesari Caio Aurelio Valerio Diocletiano Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobilissimis Caesaribus","GR",32.5191381,36.4805732,"lapis"
"316","EDCS-73600072","Arabia","Busra / Bostra",114,114,"miliaria","tituli operum","tituli sacri","Imp(erator) Caesar divi Nervae fil(ius) Nerva Traianus Aug(ustus) Germanicus Dacicus pont(ifex) maximus trib(unicia) pot(estate) XVIII imp(erator) VII co(n)s(ul) VI p(ater) p(atrair) redacta in formam provinciae Arabia viam novam a finibus Syriae usque ad mare rubrum aperuit et stravit per C(aium) Claudium Severum leg(atum) Aug(usti) pro pr(aetore)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVIII imperator VII consul VI pater patrair redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore",NA,32.5191381,36.4805732,"lapis"
"317","EDCS-73600073","Arabia","Busra / Bostra",214,214,"miliaria",NA,NA,"per] [Furni]um(?) [Iulianum(?)] legatum pro pr[aetore","per Furnium Iulianum legatum pro praetore",NA,32.5191381,36.4805732,"lapis"
"318","EDCS-73600074","Arabia","Busra / Bostra",NA,NA,"miliaria",NA,NA,"m(ilia) p(assuum) XVII //","milia passuum XVII","GR",32.5191381,36.4805732,"lapis"
"319","EDCS-73600075","Arabia","Busra / Bostra",285,292,"miliaria",NA,NA,"[Imp(eratori)] C[ae]s[ari C(aio) Aur(elio)] Va[lerio Diocletiano","Imperatori Caesari Caio Aurelio Valerio Diocletiano",NA,32.5191381,36.4805732,"lapis"
"320","EDCS-73600076","Arabia","Busra / Bostra",NA,NA,"miliaria",NA,NA,"?","",NA,32.5191381,36.4805732,"lapis"
"321","EDCS-73600077","Arabia","Busra / Bostra",NA,NA,"miliaria",NA,NA,"?","",NA,32.5191381,36.4805732,"lapis"
"322","EDCS-73600078","Arabia","Busra / Bostra",NA,NA,"miliaria",NA,NA,"?","",NA,32.5191381,36.4805732,"lapis"
"323","EDCS-73600079","Arabia","Busra / Bostra",114,114,"miliaria","tituli operum","tituli sacri","Imp(erator) Caesar divi Nervae fil(ius) Nerva Traianus Aug(ustus) Germanicus Dacicus pont(ifex) maximus trib(unicia) pot(estate) XVIII imp(erator) VII co(n)s(ul) VI p(ater) p(atrair) redacta in formam provinciae Arabia viam novam a finibus Syriae usque ad mare rubrum aperuit et stravit per C(aium) Claudium Severum leg(atum) Aug(usti) pro pr(aetore)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVIII imperator VII consul VI pater patrair redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore",NA,32.5191381,36.4805732,"lapis"
"324","EDCS-73600080","Arabia","Busra / Bostra",193,193,"miliaria",NA,NA,"Imp(erator) Caesar P(ublius) Helvius Pertinax Aug(ustus) princeps senatus co(n)s(ul) II pontifex maximus trib(unicia) potestate p(ater) p(atriae) et Caesar P(ublius) Helvius Pertinax filius princeps iuventutis per P(ublium) Aelium Severianu(m) Maximum leg(atum) Aug(usti) pro praetorem [m(ilia) p(assuum)] XIX //","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul II pontifex maximus tribunicia potestate pater patriae et Caesar Publius Helvius Pertinax filius princeps iuventutis per Publium Aelium Severianum Maximum legatum Augusti pro praetorem milia passuum XIX","GR",32.5191381,36.4805732,"lapis"
"325","EDCS-73600081","Arabia","Busra / Bostra",193,193,"miliaria",NA,NA,"Imp(erator) Caes(ar) M(arcus) Aurelius Severus Antoninus Pius Felix Aug(ustus) Parthicus max(imus) Britan(n)icus max(imus) pont(ifex) max(imus) trib(unicia) pot(estate) XVII imperator III co(n)s(ul) IIII p(ater) p(atrae) proco(n)s(ul) per Furnium Iulianum leg(atum) pr(o) pr(aetore) co(n)s(ulem) des(ignatum) m(ilia) p(assuum) XIIII //","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVII imperator III consul IIII pater patrae proconsul per Furnium Iulianum legatum pro praetore consulem designatum milia passuum XIIII","GR",32.5191381,36.4805732,"lapis"
"326","EDCS-73600082","Arabia","Busra / Bostra",285,292,"miliaria",NA,NA,"[Imp(eratori)] Caes(ari) Caio Valerio Dio[cletia]no Pio Fel[ici Inv]ic[t]o Aug(usto) Augusto populi [Bost]renorum // ]se [3]re [3] Bos[","Imperatori Caesari Caio Valerio Diocletiano Pio Felici Invicto Augusto Augusto populi Bostrenorum se re Bos",NA,32.5191381,36.4805732,"lapis"
"327","EDCS-73600083","Arabia","Busra / Bostra",285,292,"miliaria",NA,NA,"Imp(eratori) C(aesari) C(aio) Val(erio) Diocletiano P(io) F(elici) Invicto Aug(usto) et Imp(eratori) C(aesari) Val(erio) Maximiano P(io) F(elici) Invicto Aug(usto)","Imperatori Caesari Caio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Valerio Maximiano Pio Felici Invicto Augusto",NA,32.5191381,36.4805732,"lapis"
"328","EDCS-73600084","Arabia","Busra / Bostra",285,292,"miliaria",NA,NA,"Imp(eratori) Caes(ari) C(aio) Aur(elio) V[al]erio Dioc[letiano","Imperatori Caesari Caio Aurelio Valerio Diocletiano",NA,32.5191381,36.4805732,"lapis"
"329","EDCS-73600085","Arabia","Busra / Bostra",193,193,"miliaria",NA,NA,"Imp(erator) Caesar P(ublius) Helvius Pertinax Aug(ustus) princeps senatus co(n)s(ul) II pontifex maximus trib(unicia) potestate p(ater) p(atriae) et Caesar P(ublius) Helvius Pertinax filius princeps iuventutis per P(ublium) Aelium Severianu(m) Maximum leg(atum) Aug(usti) pro praetorem [m(ilia) p(assuum)] XXI //","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul II pontifex maximus tribunicia potestate pater patriae et Caesar Publius Helvius Pertinax filius princeps iuventutis per Publium Aelium Severianum Maximum legatum Augusti pro praetorem milia passuum XXI","GR",32.5191381,36.4805732,"lapis"
