"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"910","EDCS-17400398","Syria","El Houz",162,162,"miliaria","tituli sacri",NA,"[Imp(erator) Caes(ar) M(arcus) Aurelius Antoninus pont(ifex) max(imus) trib(unicia) pot(estate) XVI con(sul) III et Imp(erator) Caes(ar) Au]r[e]lius Ver[us] / Aug(ustus) trib(unicia) pot(estate) II co[(n)s(ul) II] / divi Antonini fil(ii) / divi Hadriani nep(otes) / divi Traiani / Par[t]hici pronep(otes) / divi Nervae [abnep(otes) refecerunt per","Imperator Caesar Marcus Aurelius Antoninus pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes divi Nervae abnepotes refecerunt per",NA,NA,NA,"lapis"
"911","EDCS-17400399","Syria","El Houz",244,249,"miliaria",NA,NA,"Imp[erato]/<r=P>(i) Cae(sari) [M(arco) Iul(io)] / Phili[ppo] / [P]i<o=C> <Fe=EC>[lici Invic]/to Au[g(usto)] / [3]PV[","Imperatori Caesari Marco Iulio Philippo Pio FeClici Invicto Augusto PV",NA,NA,NA,"lapis"
"912","EDCS-73600006","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"913","EDCS-73600007","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"914","EDCS-73600008","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"915","EDCS-73600009","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"916","EDCS-73600010","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"917","EDCS-73600011","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"918","EDCS-73600012","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"919","EDCS-73600013","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"920","EDCS-73600014","Syria","El-Burdsch",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"921","EDCS-72400156","Syria","Gaziantep / Doliche",197,197,"miliaria","tituli sacri",NA,"[Imp(erator) Caes(ar) divi M(arci) Antonini Pii Germ(anici) f(ilius) divi Commodi frat(er) divi Antonini Pii nep(os) divi Hadriani pronep(os) divi Traiani abnep(os) divi Ner[vae adnep(os) L(ucius) Se]/ptimius Sev[er]us Pius Pe[r]/tinax Au[g(ustus) Arab(icus) Adiab(enicus)] / pont(ifex) max(imus) [trib(unicia) pot(estate) V imp(erator) X] / co(n)s(ul) II pr[oco(n)]s(ul) p(ater) p(atriae) [et] Im[p(erator) Caes(ar)] / M(arcus) Au[r]elius [A]nt[o]ni[nus] / Au[g(ustus)] f(ilius) eius","Imperator Caesar divi Marci Antonini Pii Germanici filius divi Commodi frater divi Antonini Pii nepos divi Hadriani pronepos divi Traiani abnepos divi Nervae adnepos Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus pontifex maximus tribunicia potestate V imperator X consul II proconsul pater patriae et Imperator Caesar Marcus Aurelius Antoninus Augustus filius eius",NA,37.0611756,37.3793085,"lapis"
"922","EDCS-73600035","Syria","Ischbikke",305,306,"miliaria",NA,NA,"D(ominis) n(ostris) [3 Di]oclet[iano 3 Ma]ximi[ano 3] nob(ilissimis) [Ca]es(aribus)","Dominis nostris Diocletiano Maximiano nobilissimis Caesaribus",NA,NA,NA,"lapis"
"923","EDCS-17700248","Syria","Jabboule / Gabboule / Heliopolis",293,305,"miliaria",NA,NA,"D(ominis) n(otris) Fl(avio) Valerio / Constantio et / Galerio Valerio / Maximiano Caes(aribus) / col(onia) Iul(ia) Aug(usta) Hel(iopolis) / XVII // ] domino [3] / [3] Imperatori [3] / [3] Valerio Imper(atori) [3] / [3] Maximiano Au[g(usto)] / [3] Helipolit(ani) [","Dominis notris Flavio Valerio Constantio et Galerio Valerio Maximiano Caesaribus colonia Iulia Augusta Heliopolis XVII domino Imperatori Valerio Imperatori Maximiano Augusto Helipolitani",NA,34.2252946,36.3491864,"lapis"
"924","EDCS-40300031","Syria","Jableh / Jablah / Gabala",333,335,"miliaria",NA,NA,"[D]D(ominis) nn(ostris) / [6] / [6] / [6] / [3]CLSS // DD(ominis) nn(ostris) / Piissimis Felicibus / perpet[u]is Impp(eratoribus) Fla(vio) / Val(erio) Constantino / victori maximo / semper Aug(usto) et Fl(avio) / Cl(audio) [C]onstantino / et Fl(avio) Iul(io) Constantio / et Fl(avio) Iul(io) Constanti / [[fortissimis et nobb(ilissimis)]] / [[Caess(aribus)]] «et Fl(avio) Cl(audio) Iuliano» / «perp(e)t(uo) Aug(usto)»","DDominis nnostris CLSS DDominis nnostris Piissimis Felicibus perpetuis Impperatoribus Flavio Valerio Constantino victori maximo semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Iulio Constanti fortissimis et nobbilissimis Caessaribus «et Flavio Claudio Iuliano» «perpetuo Augusto»",NA,35.3592457,35.9252848,"lapis"
"925","EDCS-70901016","Syria","Jubayl / Gebeil / Byblus",179,181,"miliaria","tituli sacri",NA,"]en[3] Part(hico) divi An/tonini Pii Germanici [Sa]/rmatici fil(io) divi Pii [nepoti] / divi Hadriani pronepoti / divi Hadriani Par[t(hici) adnep]/oti divi Nervae abnepo/ti M(arco) Aurelio Commodo [A]/ntoni{ni}no Aug(usto) P(io) p[ontifi]/ci maximo t[r]ib(uniciae) pote[s]tati/s VI imp(eratori) III co(n)s(uli) II p(atri) p(atriae) per [1]nni[u]/m Arabianum leg(atum) Aug[g(ustorum) pr(o) pr(aetore) 3]","en Parthico divi Antonini Pii Germanici Sarmatici filio divi Pii nepoti divi Hadriani pronepoti divi Hadriani Parthici adnepoti divi Nervae abnepoti Marco Aurelio Commodo Antonino Augusto Pio pontifici maximo tribuniciae potestatis VI imperatori III consuli II patri patriae per nnium Arabianum legatum Auggustorum pro praetore",NA,34.1192078,35.6464482,"lapis"
"926","EDCS-70901017","Syria","Jubayl / Gebeil / Byblus",161,169,"miliaria","tituli sacri",NA,"] / divi Hadriani [nep]/otes divi Traiani [Part]/hici pronepotes / Nervae abnepotes / [ // ] /  // [3]ssimae","divi Hadriani nepotes divi Traiani Parthici pronepotes Nervae abnepotes ssimae","GR",34.1192078,35.6464482,"lapis"
"927","EDCS-70901018","Syria","Jubayl / Gebeil / Byblus",154,207,"miliaria",NA,NA,"[Imp(erator)] / Caesar [Aur]/elius An[ton]/inus Aug(ustus) [pontifex m]/aximus [trib(unicia) pot(estate)] / X co(n)s(ul) II et / [","Imperator Caesar Aurelius Antoninus Augustus pontifex maximus tribunicia potestate X consul II et",NA,34.1192078,35.6464482,"lapis"
"928","EDCS-70901019","Syria","Jubayl / Gebeil / Byblus",NA,NA,"miliaria",NA,NA,"Imp(erator) / Caes(ar) [3]/niu[s","Imperator Caesar nius",NA,34.1192078,35.6464482,"lapis"
"929","EDCS-70901020","Syria","Jubayl / Gebeil / Byblus",195,197,"miliaria",NA,NA,"Impp(eratoribus) / Caes[s(aribus) Au]/gg(ustis) Lu(cio) [Septimio Se]/vero S[3] / VIII im[p](eratori) / et [M(arco) Aurelio A]n[tonino","Impperatoribus Caessaribus Auggustis Lucio Septimio Severo S VIII imperatori et Marco Aurelio Antonino",NA,34.1192078,35.6464482,"lapis"
"930","EDCS-70901021","Syria","Jubayl / Gebeil / Byblus",NA,NA,"miliaria",NA,NA,"]OVHC[3] / [3]V[","OVHC V",NA,34.1192078,35.6464482,"lapis"
"931","EDCS-22300107","Syria","Kalb, Nahr al",161,180,"miliaria","tituli sacri",NA,"Imp(erator) Caes(ar) / M(arcus) Aurel(ius) Antoninus / Aug(ustus) pont(ifex) max(imus) trib(unicia) / pot(estate) / co(n)sul II divi Antonini / fil(ius) divi Hadriani / nep(os) divi Traiani pron(epos) / divi Nerv(ae) abnep(os) / m(ilia) CCXV / m(ilia) p(assuum) XI","Imperator Caesar Marcus Aurelius Antoninus Augustus pontifex maximus tribunicia potestate consul II divi Antonini filius divi Hadriani nepos divi Traiani pronepos divi Nervae abnepos milia CCXV milia passuum XI",NA,33.95,35.6,"lapis"
"932","EDCS-22300108","Syria","Kalb, Nahr al",333,337,"miliaria",NA,NA,"[DD(ominis) nn(ostris?) Fl(avio) Val(erio) Constantino] / Maxim[o victori] / ac triumf[atori] / semper A[ugusto et] / Fl(avio) Cl(audio) Cons[tantino et] / Fl(avio) Iul(io) Const[antio et] / Fl(avio) Iul(io) Const[anti] / nobilll(issimis) Caesss(aribus) //  // CCVI[3]","DDominis nnostris Flavio Valerio Constantino Maximo victori ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Iulio Constanti nobilllissimis Caesssaribus CCVI","GR",33.95,35.6,"lapis"
"933","EDCS-51500066","Syria","Kazikli",112,114,"miliaria","tituli sacri",NA,"Im[p(erator)] / Caesar d[ivi Nervae f(ilius)] / Nerva Tr[aianus Aug(ustus)] / Germ(anicus) D[ac(icus) pont(ifex) max(imus)] / trib(unicia) pot(estate) [3 imp(erator) VI] / co(n)s(ul) VI p(ater) [p(atriae)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate imperator VI consul VI pater patriae",NA,36.8044636,37.3095173,"lapis"
"934","EDCS-17400094","Syria","Kesab / Kassab",117,138,"miliaria",NA,NA,"]/o Traian[o] / [Hadria]no / [3] m(ilia) p(assuum) / XXXVIII","o Traiano Hadriano milia passuum XXXVIII",NA,35.9282242,35.9892374,"lapis"
"935","EDCS-16100387","Syria","Khan Aneibe",293,305,"miliaria",NA,NA,"{I}Stra(ta) / dddd(ominorum) nnnn(ostrorum) / Diocletiani et / Maximiani / Augg(ustorum) et / Constanti et / Maximiani / nn(obilissimorum) C[C(aesarum)] / a Val(le) Albana B(eriaraca) / mil(ia) / V","Strata ddddominorum nnnnostrorum Diocletiani et Maximiani Auggustorum et Constanti et Maximiani nnobilissimorum CCaesarum a Valle Albana Beriaraca milia V",NA,NA,NA,"lapis"
"936","EDCS-16100386","Syria","Khan Aneibe",305,306,"miliaria",NA,NA,"DD(ominis) nn(ostris) / Co(n)stantio / Maximiano / Augg(ustis) / Severo / [[Maximino]] / nn(obilissimis) CC(aesaribus) / mil(ia) V","DDominis nnostris Constantio Maximiano Auggustis Severo Maximino nnobilissimis CCaesaribus milia V",NA,NA,NA,"lapis"
"937","EDCS-70900665","Syria","Khan Khalde",119,138,"miliaria","tituli sacri",NA,"[I]m[p(eratori) Caes(ari)] / T[raiano Ha]driano A[u]/[gusto div]i Nervae n[e]/p[oti div]i Traiani f[il(io)] / [p(ontifi) m(aximo) p(atri)] p(atriae) trib(unicia) pot(estate) / [3]II co(n)s(uli) II[I]","Imperatori Caesari Traiano Hadriano Augusto divi Nervae nepoti divi Traiani filio pontifi maximo patri patriae tribunicia potestate II consuli III",NA,33.783333,35.483333,"lapis"
"938","EDCS-16100399","Syria","Khan al Hallabat / Beriaraca",NA,NA,"miliaria",NA,NA,"Strata / Diocletiana / [a Palm]yra Carne[l]a / mil(ia) VIII","Strata Diocletiana a Palmyra Carnela milia VIII",NA,34.3333333,38.0666667,"lapis"
"939","EDCS-16100388","Syria","Khan al Hallabat / Beriaraca",284,305,"miliaria",NA,NA,"Strata / Diocl[e]tian[a] / [3] a Pal/[myra","Strata Diocletiana a Palmyra",NA,34.3333333,38.0666667,"lapis"
"940","EDCS-03700765","Syria","Khan al Hallabat / Beriaraca",284,305,"miliaria",NA,NA,"Stra[t]a / Diocletiana / a Carnela / Beriaraca / mil(ia) XIII","Strata Diocletiana a Carnela Beriaraca milia XIII",NA,34.3333333,38.0666667,"lapis"
"941","EDCS-03700766","Syria","Khan al Hallabat / Beriaraca",284,305,"miliaria",NA,NA,"Strata / Diocletiana / a [Be]ria[rac]a Palmyra / m[i]l(ia) II","Strata Diocletiana a Beriaraca Palmyra milia II",NA,34.3333333,38.0666667,"lapis"
"942","EDCS-03700767","Syria","Khan al Hallabat / Beriaraca",293,305,"miliaria",NA,NA,"DD(ominis) nn(ostris) / [Di]ocletiano et / [M]aximi[a]no Aug[g(ustis)] e[t] / [C]onstant[i]o [et] / [M]aximiano nobb(ilissimis) Caess(aribus) / strata / Diocleti[ana] / [a]b Avatha [Beri]ara[ca] / m[i]l(ia) VII","DDominis nnostris Diocletiano et Maximiano Auggustis et Constantio et Maximiano nobbilissimis Caessaribus strata Diocletiana ab Avatha Beriaraca milia VII",NA,34.3333333,38.0666667,"lapis"
"943","EDCS-16100392","Syria","Khan al Manqurah / Valle Albana",293,305,"miliaria",NA,NA,"{I}Stra(ta) dddd(ominorum) nnnn(ostrorum) / Diocletiani et / Maximiani / Augg(ustorum) et / Constanti et / Maximiani / a V[al(le) Albana Val(le)] / Diocl[etiana] / mi[l(ia)] / III","Strata ddddominorum nnnnostrorum Diocletiani et Maximiani Auggustorum et Constanti et Maximiani a Valle Albana Valle Diocletiana milia III",NA,33.9166667,37.2333333,"lapis"
"944","EDCS-16100393","Syria","Khan al Manqurah / Valle Albana",333,337,"miliaria",NA,NA,"Max]im[iano et] / [Fl(avio)] Iul(io) Crispo et / Constantino et / Constantio / nn(obilissimis) CC(aesaribus) / a Val(le) A[lban]a Val(le) / Diocl[et]iana / m(ilia) / I","Maximiano et Flavio Iulio Crispo et Constantino et Constantio nnobilissimis CCaesaribus a Valle Albana Valle Diocletiana milia I",NA,33.9166667,37.2333333,"lapis"
"945","EDCS-16100394","Syria","Khan at Turab / Valle Diocletiana",293,305,"miliaria",NA,NA,"DD(ominis) nn(ostris) In/ctis / Diocletiano / Maximiano / Augg(ustis) / Constantio / Maximiano / nn(o)bb(ilissimis) CC(aesaribus) / [","DDominis nnostris Inctis Diocletiano Maximiano Auggustis Constantio Maximiano nnobbilissimis CCaesaribus",NA,33.7494602,37.0423156,"lapis"
"946","EDCS-16100395","Syria","Khan at Turab / Valle Diocletiana",293,305,"miliaria",NA,NA,"Strata / dd(ominis) nnnn(ostris) / Diocletiano / Maximiano / [Augg(ustis)] / Constantio / Maximiano / [n(o)b]b(ilissimis) CC(ae)ss(aribus) / [a Val]le Diocletian(a) / m(ilia) [3]","Strata ddominis nnnnostris Diocletiano Maximiano Auggustis Constantio Maximiano nobbilissimis CCaessaribus a Valle Diocletiana milia",NA,33.7494602,37.0423156,"lapis"
"947","EDCS-03700768","Syria","Khan el Qattar / Carnela",284,305,"miliaria",NA,NA,"Strata / Diocletian[a] / a Avira / Carnela / mil(ia) XV","Strata Diocletiana a Avira Carnela milia XV",NA,34.266959,37.832095,"lapis"
"948","EDCS-03700769","Syria","Khan el Qattar / Carnela",284,305,"miliaria",NA,NA,"S[trata] / Dio[cleti]ana / a Auraca(?) / mil(ia) / XIII","Strata Diocletiana a Auraca milia XIII",NA,34.266959,37.832095,"lapis"
"949","EDCS-29900083","Syria","Kiachta / Cendere",69,79,"miliaria",NA,NA,"Imp(erator) Caes(ar) / [V]es[pasia]nus(?) [3] / [6] / [3] Aug(ustus) / [","Imperator Caesar Vespasianus Augustus",NA,37.933592,38.6073269,"lapis"
"950","EDCS-31900133","Syria","Kizlarsuyu",286,305,"miliaria",NA,NA,"Imp[er(atori) C]ae/sari M(arco) Aur(elio) Val(erio) / Maximiano / Pio Felici / Invict Aug(usto) / m(ilia) pass(uum) XI","Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invict Augusto milia passuum XI",NA,36.916667,35.866667,"lapis"
"951","EDCS-08500619","Syria","Kucuk Dalyan Koyu / Antiochia ad Orontem",75,75,"miliaria","tituli operum",NA,"Imp(erator) / Vespasianus Caesar / Augustus pontif(ex) max(imus) / trib(unicia) pot(estate) VI imp(erator) XII p(ater) p(atriae) co(n)s(ul) VI / desig(natus) VII censor / Imp(erator) Titus Caesar Augusti f(ilius) / pontif(ex) max(imus) trib(unicia) pot(estate) IV / [co(n)s(ul) II]II desig(natus) V censor / [[Domitianus]] Caesar / Augusti f(ilius) co(n)s(ul) III / M(arco) Ulpio Traiano leg(ato) / Aug(usti) pro pr(aetore) Dipotamia / fluminis ductum mil{l}ia / passus tria cum pontibus / [pe]r milites legionum IIII / [III Gal]l(icae) IV Scyt(hicae) VI Ferr(atae) XVI Fla[v(iae)] / [ite]m cohortium XX / [et al]ae Antiochensium / [deriv]averunt","Imperator Vespasianus Caesar Augustus pontifex maximus tribunicia potestate VI imperator XII pater patriae consul VI designatus VII censor Imperator Titus Caesar Augusti filius pontifex maximus tribunicia potestate IV consul IIII designatus V censor Domitianus Caesar Augusti filius consul III Marco Ulpio Traiano legato Augusti pro praetore Dipotamia fluminis ductum milia passus tria cum pontibus per milites legionum IIII III Gallicae IV Scythicae VI Ferratae XVI Flaviae item cohortium XX et alae Antiochensium derivaverunt",NA,39.2163,35.4377,"lapis"
"952","EDCS-00381004","Syria","Latakia / Al Ladhiqiyah / Laodicea ad Mare",119,135,"miliaria","tituli operum","tituli sacri","Imp(erator) / Caesar divi Traiani / Germanici Dacici / Parthici f(ilius) divi Nerva[e] / nepos Traianus Hadria[nus] / Aug(ustus) ponti(fex) max(imus) trib(unicia) pot(estate) [1] / co(n)s(ul) III p(ater) p(atriae) viam corr[u]ptam restituit a Laudicie m(ille) p(assus)","Imperator Caesar divi Traiani Germanici Dacici Parthici filius divi Nervae nepos Traianus Hadrianus Augustus pontifex maximus tribunicia potestate consul III pater patriae viam corruptam restituit a Laudicie mille passus",NA,35.5200185,35.7781044,"lapis"
"953","EDCS-22300111","Syria","Latakia / Al Ladhiqiyah / Laodicea ad Mare",193,211,"miliaria","tituli sacri",NA,"Imp(erator) / Caesar divi Marci An/tonini Pii Germanic/i Sarmatici filius divi C/ommodi frater [divi] Ant/onini [Pii] nepos d[ivi] Hadria/ni pronepos divi Traia/ni Parthici et divi Ne/[rvae] abnepos Lucius / [S]e[p]ti[m]iu[s] Se[v]e[rus]","Imperator Caesar divi Marci Antonini Pii Germanici Sarmatici filius divi Commodi frater divi Antonini Pii nepos divi Hadriani pronepos divi Traiani Parthici et divi Nervae abnepos Lucius Septimius Severus",NA,35.5200185,35.7781044,"lapis"
"954","EDCS-09701224","Syria","Ma|ayan Baruch / Ma|ayan Barukh / Caesarea Panias",361,363,"miliaria","tituli operum",NA,"R[o]mani orbis libera[to]/r[i] templorum / [re]stauratori cu/r[ia]rum et rei public/ae recreatori bar/barorum extinctori / d(omino) n(ostro) I{o}uliano / perpetuo Augusto / Alamannico maximo / Francico maximo / Sarmatico maximo / pontifici maximo pa/tri patriae Foenicum / genus ob iperi[um] / [eius","Romani orbis liberatori templorum restauratori curiarum et rei publicae recreatori barbarorum extinctori domino nostro Iuliano perpetuo Augusto Alamannico maximo Francico maximo Sarmatico maximo pontifici maximo patri patriae Foenicum genus ob iperium eius",NA,33.2397998,35.6078756,"lapis"
"955","EDCS-64000144","Syria","Manara edj-Rabeh",198,202,"miliaria",NA,NA,"[I]mpp(eratoribus) Ca[e]sar(ibus) [L(ucio) Septi]/mio [S]ev[e]ro Pio Pertinaci / [Aug(usto)] A[rabi]co [A]diaben[ic]o Pa[r]/[th]ico p(ontifici) m(aximo) trib(unicia) potest(ate) [3 im]p(eratori) [3] / [c]o(n)s(uli) II [e]t M(arco) Aur(elio) Antonin[o] / filio eius Au[g(usto)] et L(ucio) Se[pt]imio Getae 3] / [3]sis[3]n[3]II[3] / [3]s[3]VI / [3]im[3]sun[3] / [3]nc[3]VIIII / [3]e[3]RNIIC[3]S","Impperatoribus Caesaribus Lucio Septimio Severo Pio Pertinaci Augusto Arabico Adiabenico Parthico pontifici maximo tribunicia potestate imperatori consuli II et Marco Aurelio Antonino filio eius Augusto et Lucio Septimio Getae sis n II s VI im sun nc VIIII e RNIIC S",NA,NA,NA,"lapis"
"956","EDCS-64000145","Syria","Manara edj-Rabeh",293,305,"miliaria",NA,NA,"Imperato[r(ibus)] / Caes[ar(ibus) C(aio) Val(erio)] / Diocl[etiano et] / [M(arco) Aure]li[o] / [Maximi]a[no Aug(ustis)] / et Fl(avio) Val(erio) Con[s]tant[i]o [et C(aio) Val(erio) Maximiano] / nobb(ilissimis) Caess(aribus)","Imperatoribus Caesaribus Caio Valerio Diocletiano et Marco Aurelio Maximiano Augustis et Flavio Valerio Constantio et Caio Valerio Maximiano nobbilissimis Caessaribus",NA,NA,NA,"lapis"
"957","EDCS-64000149","Syria","Manara el-Bire",NA,NA,"miliaria",NA,NA,"Syriae Ph]o(e)n[ices] / [re]novav[it] / IX","Syriae Phoenices renovavit IX",NA,33.5613889,35.8122222,"lapis"
"958","EDCS-64000150","Syria","Manara el-Bire",194,195,"miliaria","tituli operum",NA,"[Imp(erator) Caes(ar)] / [L(ucius) Septimius] Sev[erus] / [Pertinax] Aug(ustus) [pont(ifex) max(imus) trib(unicia)] / [potes(tate) imp(erator) IIII co(n)s(ul) II p(ater) p(atriae)] / [vias] et milia[ria per] / Mani[liu]m Fusc[um] / leg(atum) Aug(usti) pr(o) [pr(aetore)] / [pr]aesidem pr[ovin]/ciae Syriae / Phoenices r[enovavit] / XI //","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pontifex maximus tribunicia potestate imperator IIII consul II pater patriae vias et miliaria per Manilium Fuscum legatum Augusti pro praetore praesidem provinciae Syriae Phoenices renovavit XI","GR",33.5613889,35.8122222,"lapis"
"959","EDCS-64000151","Syria","Manara el-Bire",195,292,"miliaria",NA,NA,"Commodus 3] / cu[ra]nte / Iul[io Satur]nino / leg(ato) [Aug(usti)] pr(o) pr(aetore) // Imp(erator) Caesar L(ucius) S/eptim(ius) Sev[erus] / Pius Pertina[x] / [Aug(ustus) // ] / [praesidem pro]vinciae / [Syriae P]hoen[i]c[e]s / [r]enova[vit] / XII //  // Imp(eratoribus) Caesar(ibu)ss / [C(aio) Val(erio)] / Diocletiano / et M(arco) A[ur(elio)] / Ma[x]imiano / P(iis) FF(elicibus) / SS(anctissimis)","Commodus curante Iulio Saturnino legato Augusti pro praetore Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus praesidem provinciae Syriae Phoenices renovavit XII Imperatoribus Caesaribuss Caio Valerio Diocletiano et Marco Aurelio Maximiano Piis FFelicibus SSanctissimis","GR",33.5613889,35.8122222,"lapis"
"960","EDCS-64000152","Syria","Manara el-Bire",186,187,"miliaria","tituli operum",NA,"Commodus 3 Sa]r(maticus) Ger(manicus) max(imus) / [B]rit(annicus) pontif(ex) / [m]ax(imus) trib(unicia) pot(estate) / [X]II imp(erator) VIIII / [c]o(n)s(ul) V p(ater) p(atriae) via[m] / [a] Phaena / [usque] Aeritta restituit / XIIII //  // curante / Iul(io) Saturnino / leg(ato) Aug(usti) p(ro) p(raetore)","Commodus Sarmaticus Germanicus maximus Britannicus pontifex maximus tribunicia potestate XII imperator VIIII consul V pater patriae viam a Phaena us que Aeritta restituit XIIII curante Iulio Saturnino legato Augusti pro praetore","GR",33.5613889,35.8122222,"lapis"
"961","EDCS-64000153","Syria","Manara el-Bire",194,195,"miliaria","tituli operum",NA,"[Imp(erator) Caes(ar)] / [L(ucius) S]eptimiu[s] / [Se]verus Pert[inax] / Aug(ustus) pont(ifex) max(imus) trib(unicia) / [pot(estate)] imp(erator) IIII co(n)s(ul) II / p(ater) p(atriae) vias et milia/ria per Manilium / [F]uscum leg(atum) Aug(usti) pr(o) / pr(aetore) praesidem pro[vin]/ciae Syriae Phoenices / renovavit / XIIII //","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pontifex maximus tribunicia potestate imperator IIII consul II pater patriae vias et miliaria per Manilium Fuscum legatum Augusti pro praetore praesidem provinciae Syriae Phoenices renovavit XIIII","GR",33.5613889,35.8122222,"lapis"
"962","EDCS-64000147","Syria","Manara er-Rebish",194,195,"miliaria","tituli operum",NA,"Imp(erator) Caes(ar) / Septimius Severus Pertinax Aug(ustus) ponti(fex) / max(imus) trib(unicia) pot(estate) imp(erator) IIII / co(n)s(ul) [II] p(ater) p(atriae) vias [e]t mili/aria per Manilium Fus/cum leg(atum) Aug(usti) pr(o) pr(aetore) prae/sidem provinciae Syriae / Phoenices renovavit / m(ilia) p(assuum) VIII //","Imperator Caesar Septimius Severus Pertinax Augustus pontifex maximus tribunicia potestate imperator IIII consul II pater patriae vias et miliaria per Manilium Fuscum legatum Augusti pro praetore praesidem provinciae Syriae Phoenices renovavit milia passuum VIII","GR",NA,NA,"lapis"
"963","EDCS-64000148","Syria","Manara er-Rebish",285,292,"miliaria",NA,NA,"[I]mp(eratoribus) Caesar(ibus) / C(aio) Val(erio) / Diocletiano / et M(arco) Aur(elio) / [M]aximiano / P(iis) FF(elicibus) / SS(anctissimis)","Imperatoribus Caesaribus Caio Valerio Diocletiano et Marco Aurelio Maximiano Piis FFelicibus SSanctissimis",NA,NA,NA,"lapis"
"964","EDCS-64000143","Syria","Manara es-Sleiman",194,202,"miliaria","tituli operum",NA,"Imp(erator) Caes(ar) / L(ucius) S[e]ptimius Severus Per/tinax Aug(ustus) [p]ont(ifex) max(imus) trib(unicia) / pot(estate) imp(erator) IIII co(n)s(ul) II [p(ater)] p(atriae) vias / et miliaria per Manilium / Fuscum leg(atum) A]ug(usti) pr(o) [pr(aetore) pr(aesidem)] / [provinciae Syriae Phoenices renovavit] / [m(ilia) p(assuum) IV] // Imp(eratori) Caesar(i) L(ucio) Septi/mio S[eve]ro Pio [P]ertina/[c]i Au[g(usto)] Ar[abico Ad]iaben[ico] / [P]arthi[co max(imo) tri]b(unicia) potest(ate) IIII / co(n)s(uli) II et M(arco) [Aurelio] Antonino / [Aug(usto) filio eius et P(ublio)] Septimio / [Getae","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pontifex maximus tribunicia potestate imperator IIII consul II pater patriae vias et miliaria per Manilium Fuscum legatum Augusti pro praetore praesidem provinciae Syriae Phoenices renovavit milia passuum IV Imperatori Caesari Lucio Septimio Severo Pio Pertinaci Augusto Arabico Adiabenico Parthico maximo tribunicia potestate IIII consuli II et Marco Aurelio Antonino Augusto filio eius et Publio Septimio Getae",NA,NA,NA,"lapis"
